Customer ID,Name,SIC_Code,Country,Parent,FacID,PD,LGD,Type,Start_date,Maturity_date,Limit,Drawn_balance,Margin,Fee,Currency,IFRS_Stage,Turnover
1000004,Customer 1000004,07210,GB,,1000014,0.0016,0.2600,Loan,2/4/2022,11/9/2028,690000,690000,0.0366,0.0050,GBP,1,74000000
1000004,Customer 1000004,07210,GB,,1000015,0.0016,0.6600,Loan,4/22/2022,5/25/2028,490000,490000,0.0358,0.0050,GBP,1,74000000
1000004,Customer 1000004,07210,GB,,1000016,0.0016,0.6200,Loan,10/31/2021,8/19/2026,100000,100000,0.0419,0.0050,GBP,1,74000000
1000005,Customer 1000005,07210,GB,,1000017,0.0128,0.5400,Loan,7/17/2022,2/20/2025,110000,110000,0.0362,0.0050,GBP,1,48000000
1000006,Customer 1000006,07210,GB,,1000018,0.0256,0.7200,Loan,2/11/2021,8/21/2026,220000,220000,0.0343,0.0050,GBP,1,85000000
1000006,Customer 1000006,07210,GB,,1000019,0.0256,0.4000,Loan,4/11/2022,3/13/2027,670000,670000,0.0292,0.0050,GBP,1,85000000
1000006,Customer 1000006,07210,GB,,1000020,0.0256,0.7100,Loan,3/28/2022,7/29/2027,260000,260000,0.0387,0.0050,GBP,1,85000000
1000007,Customer 1000007,07210,GB,,1000021,0.0008,0.2500,Loan,11/7/2022,4/22/2026,710000,710000,0.0374,0.0050,GBP,1,22000000
1000007,Customer 1000007,07210,GB,,1000022,0.0008,0.4200,Loan,9/13/2021,9/1/2026,240000,240000,0.0406,0.0050,GBP,1,22000000
1000008,Customer 1000008,07210,GB,,1000023,0.0256,0.4700,Loan,4/21/2022,7/17/2027,490000,490000,0.0356,0.0050,GBP,1,86000000
1000009,Customer 1000009,07210,GB,,1000024,0.0512,0.7400,Loan,2/18/2021,6/21/2027,460000,460000,0.0273,0.0050,GBP,1,10000000
1000010,Customer 1000010,07210,GB,,1000025,0.0512,0.1900,Loan,2/19/2022,11/28/2025,640000,640000,0.0284,0.0050,GBP,1,65000000
1000011,Customer 1000011,07210,GB,,1000026,0.0032,0.5500,Loan,7/3/2021,8/12/2026,120000,120000,0.0299,0.0050,GBP,1,67000000
1000012,Customer 1000012,07210,GB,,1000027,0.0064,0.7200,Loan,5/18/2022,9/20/2025,250000,250000,0.0449,0.0050,GBP,1,10000000
1000013,Customer 1000013,07210,GB,,1000028,0.0008,0.1900,Loan,9/10/2022,7/18/2026,220000,220000,0.0291,0.0050,GBP,1,44000000
1000014,Customer 1000014,07210,GB,,1000029,0.0002,0.5000,Loan,7/3/2021,4/6/2027,300000,300000,0.0292,0.0050,GBP,1,12000000
1000015,Customer 1000015,07210,GB,,1000030,0.0002,0.6500,Loan,4/14/2022,9/30/2026,180000,180000,0.0411,0.0050,GBP,1,7000000
1000016,Customer 1000016,07210,GB,,1000031,0.0008,0.5,Loan,4/3/2022,4/19/2028,220000,220000,0.0237,0.0050,GBP,1,138000000
1000016,Customer 1000016,07210,GB,,1000032,0.0008,0.28,Loan,12/30/2022,1/22/2027,166000,166000,0.0354,0.0050,GBP,1,138000000
1000016,Customer 1000016,07210,GB,,1000033,0.0008,0.42,Loan,7/28/2022,7/5/2027,326000,326000,0.0244,0.0050,GBP,1,138000000
1000016,Customer 1000016,07210,GB,,1000034,0.0008,0.24,Loan,1/8/2023,8/21/2026,128000,128000,0.0285,0.0050,GBP,1,138000000
1000016,Customer 1000016,07210,GB,,1000035,0.0008,0.39,Loan,9/18/2022,7/5/2028,464000,464000,0.0241,0.0050,GBP,1,138000000
1000017,Customer 1000017,07210,GB,,1000036,0.0008,0.64,Loan,6/18/2022,3/10/2028,404000,404000,0.0291,0.0050,GBP,1,8000000
1000017,Customer 1000017,07210,GB,,1000037,0.0008,0.35,Loan,8/7/2022,2/20/2026,451000,451000,0.0219,0.0050,GBP,1,8000000
1000017,Customer 1000017,07210,GB,,1000038,0.0008,0.45,Loan,9/17/2022,10/24/2026,482000,482000,0.0315,0.0050,GBP,1,8000000
1000017,Customer 1000017,07210,GB,,1000039,0.0008,0.66,Loan,3/5/2022,7/29/2028,328000,328000,0.0236,0.0050,GBP,1,8000000
1000018,Customer 1000018,07210,GB,,1000040,0.0004,0.26,Loan,8/15/2022,8/27/2027,248000,248000,0.0213,0.0050,GBP,1,45000000
1000018,Customer 1000018,07210,GB,,1000041,0.0004,0.21,Loan,8/23/2022,1/6/2027,224000,224000,0.024,0.0050,GBP,1,45000000
1000018,Customer 1000018,07210,GB,,1000042,0.0004,0.35,Loan,12/20/2022,2/29/2028,219000,219000,0.0334,0.0050,GBP,1,45000000
1000019,Customer 1000019,07210,GB,,1000043,0.0128,0.52,Loan,1/2/2023,12/9/2027,433000,433000,0.0376,0.0050,GBP,1,165000000
1000020,Customer 1000020,07210,GB,,1000044,0.0512,0.34,Loan,6/22/2022,4/24/2028,477000,477000,0.0237,0.0050,GBP,1,85000000
1000021,Customer 1000021,07210,GB,,1000045,0.0256,0.3,Loan,3/29/2022,5/16/2027,308000,308000,0.0161,0.0050,GBP,1,61000000
1000022,Customer 1000022,07210,GB,,1000046,0.2048,0.69,Loan,2/16/2023,1/28/2028,330000,330000,0.0349,0.0050,GBP,1,161000000
1000023,Customer 1000023,07210,GB,,1000047,0.0032,0.31,Loan,5/4/2022,9/18/2026,357000,357000,0.0421,0.0050,GBP,1,30000000
1000024,Customer 1000024,07210,GB,,1000048,0.0064,0.7,Loan,10/23/2022,5/14/2026,375000,375000,0.0316,0.0050,GBP,1,96000000
1000025,Customer 1000025,07210,GB,,1000049,0.0032,0.75,Loan,11/15/2022,12/24/2028,490000,490000,0.0159,0.0050,GBP,1,72000000
1000026,Customer 1000026,07210,GB,,1000050,0.0016,0.37,Loan,7/20/2022,6/3/2027,394000,394000,0.022,0.0050,GBP,1,14000000
1000027,Customer 1000027,07210,GB,,1000051,0.0016,0.28,Loan,3/9/2022,6/11/2028,237000,237000,0.0162,0.0050,GBP,1,119000000
1000028,Customer 1000028,07210,GB,,1000052,0.0512,0.75,Loan,2/20/2022,4/22/2026,315000,315000,0.0394,0.0050,GBP,1,141000000
1000029,Customer 1000029,07210,GB,,1000053,0.0064,0.51,Loan,4/2/2022,5/10/2026,387000,387000,0.0211,0.0050,GBP,1,120000000
1000030,Customer 1000030,07210,GB,,1000054,0.0008,0.18,Loan,7/20/2022,11/21/2026,171000,171000,0.0252,0.0050,GBP,1,157000000
1000031,Customer 1000031,07210,GB,,1000055,0.0016,0.23,Loan,8/7/2022,7/7/2027,487000,487000,0.0349,0.0050,GBP,1,133000000
1000032,Customer 1000032,07210,GB,,1000056,0.0004,0.47,Loan,2/12/2023,4/22/2028,140000,140000,0.0434,0.0050,GBP,1,188000000
1000033,Customer 1000033,07210,GB,,1000057,0.0064,0.55,Loan,12/1/2022,9/15/2026,139000,139000,0.0282,0.0050,GBP,1,166000000
1000034,Customer 1000034,07210,GB,,1000058,0.0008,0.57,Loan,1/22/2023,2/22/2027,472000,472000,0.0311,0.0050,GBP,1,194000000
1000035,Customer 1000035,07210,GB,,1000059,0.2048,0.56,Loan,7/29/2022,12/6/2026,180000,180000,0.0371,0.0050,GBP,1,162000000
1000036,Customer 1000036,07210,GB,,1000060,0.0008,0.26,Loan,9/22/2022,3/11/2028,343000,343000,0.0264,0.0050,GBP,1,133000000
1000037,Customer 1000037,07210,GB,,1000061,0.0512,0.46,Loan,9/22/2022,11/22/2027,418000,418000,0.0162,0.0050,GBP,1,172000000
1000038,Customer 1000038,07210,GB,,1000062,0.0016,0.34,Loan,6/2/2022,10/15/2027,233000,233000,0.0429,0.0050,GBP,1,124000000
1000039,Customer 1000039,07210,GB,,1000063,0.1024,0.34,Loan,11/11/2022,1/1/2029,493000,493000,0.0448,0.0050,GBP,1,69000000
1000040,Customer 1000040,07210,GB,,1000064,0.1024,0.32,Loan,5/5/2022,5/4/2027,364000,364000,0.035,0.0050,GBP,1,25000000
1000041,Customer 1000041,07210,GB,,1000065,0.1024,0.17,Loan,3/12/2022,8/7/2026,478000,478000,0.0432,0.0050,GBP,1,161000000
1000042,Customer 1000042,07210,GB,,1000066,0.1024,0.6,Loan,11/12/2022,1/5/2029,421000,421000,0.0222,0.0050,GBP,1,118000000
1000043,Customer 1000043,07210,GB,,1000067,0.2048,0.21,Loan,7/26/2022,4/26/2028,138000,138000,0.0403,0.0050,GBP,1,29000000
1000044,Customer 1000044,07210,GB,,1000068,0.0002,0.64,Loan,11/7/2022,12/1/2026,449000,449000,0.0408,0.0050,GBP,1,167000000
1000045,Customer 1000045,07210,GB,,1000069,0.0256,0.66,Loan,2/16/2023,10/1/2028,390000,390000,0.0264,0.0050,GBP,1,132000000
1000046,Customer 1000046,07210,GB,,1000070,0.0256,0.17,Loan,3/31/2022,12/5/2027,414000,414000,0.0447,0.0050,GBP,1,184000000
1000047,Customer 1000047,07210,GB,,1000071,0.0008,0.17,Loan,10/4/2022,9/3/2028,147000,147000,0.0336,0.0050,GBP,1,198000000
1000048,Customer 1000048,07210,GB,,1000072,0.0512,0.64,Loan,11/29/2022,1/4/2029,375000,375000,0.032,0.0050,GBP,1,55000000
1000049,Customer 1000049,07210,GB,,1000073,0.0032,0.39,Loan,12/11/2022,6/20/2026,247000,247000,0.0179,0.0050,GBP,1,81000000
1000050,Customer 1000050,07210,GB,,1000074,0.0004,0.56,Loan,12/25/2022,5/12/2026,133000,133000,0.0311,0.0050,GBP,1,10000000
1000051,Customer 1000051,07210,GB,,1000075,0.0512,0.63,Loan,7/13/2022,1/6/2027,362000,362000,0.0304,0.0050,GBP,1,199000000
1000052,Customer 1000052,07210,GB,,1000076,0.0032,0.33,Loan,11/11/2022,3/6/2027,422000,422000,0.0413,0.0050,GBP,1,186000000
1000053,Customer 1000053,07210,GB,,1000077,0.0016,0.55,Loan,6/14/2022,2/14/2027,300000,300000,0.0317,0.0050,GBP,1,135000000
1000054,Customer 1000054,07210,GB,,1000078,0.1024,0.42,Loan,5/22/2022,12/22/2028,169000,169000,0.0431,0.0050,GBP,1,85000000
1000055,Customer 1000055,07210,GB,,1000079,0.0256,0.43,Loan,1/24/2023,1/4/2028,201000,201000,0.0277,0.0050,GBP,1,20000000
1000056,Customer 1000056,07210,GB,,1000080,0.0008,0.69,Loan,9/30/2022,1/21/2027,330000,330000,0.0397,0.0050,GBP,1,24000000
1000057,Customer 1000057,07210,GB,,1000081,0.0016,0.55,Loan,5/15/2022,11/5/2028,394000,394000,0.0443,0.0050,GBP,1,140000000
1000058,Customer 1000058,07210,GB,,1000082,0.0004,0.2,Loan,2/7/2023,4/18/2027,458000,458000,0.0306,0.0050,GBP,1,124000000
1000059,Customer 1000059,07210,GB,,1000083,0.0032,0.72,Loan,2/20/2022,10/23/2028,181000,181000,0.0296,0.0050,GBP,1,46000000
1000060,Customer 1000060,07210,GB,,1000084,0.1024,0.19,Loan,7/28/2022,8/13/2026,379000,379000,0.0375,0.0050,GBP,1,84000000
1000061,Customer 1000061,07210,GB,,1000085,0.0016,0.51,Loan,11/27/2022,6/13/2026,313000,313000,0.0231,0.0050,GBP,1,21000000
1000062,Customer 1000062,07210,GB,,1000086,0.0008,0.27,Loan,10/2/2022,3/25/2027,188000,188000,0.0382,0.0050,GBP,1,54000000
1000063,Customer 1000063,07210,GB,,1000087,0.0004,0.21,Loan,5/16/2022,7/19/2027,155000,155000,0.0333,0.0050,GBP,1,87000000
1000064,Customer 1000064,07210,GB,,1000088,0.0008,0.28,Loan,2/2/2023,7/26/2028,234000,234000,0.0341,0.0050,GBP,1,5000000
1000065,Customer 1000065,07210,GB,,1000089,0.0512,0.68,Loan,1/11/2023,12/27/2026,396000,396000,0.0412,0.0050,GBP,1,99000000
1000066,Customer 1000066,07210,GB,,1000090,0.0128,0.2,Loan,9/20/2022,4/24/2027,264000,264000,0.0197,0.0050,GBP,1,159000000
1000067,Customer 1000067,07210,GB,,1000091,0.2048,0.74,Loan,12/16/2022,5/21/2026,340000,340000,0.0397,0.0050,GBP,1,117000000
1000068,Customer 1000068,07210,GB,,1000092,0.0016,0.38,Loan,3/13/2022,6/12/2026,303000,303000,0.0298,0.0050,GBP,1,103000000
1000069,Customer 1000069,07210,GB,,1000093,0.0128,0.7,Loan,9/13/2022,3/29/2027,369000,369000,0.0379,0.0050,GBP,1,181000000
1000070,Customer 1000070,07210,GB,,1000094,0.0256,0.26,Loan,6/17/2022,12/2/2028,460000,460000,0.0347,0.0050,GBP,1,110000000
1000071,Customer 1000071,07210,GB,,1000095,0.1024,0.21,Loan,4/8/2022,7/18/2026,377000,377000,0.0299,0.0050,GBP,1,181000000
1000072,Customer 1000072,07210,GB,,1000096,0.1024,0.26,Loan,6/13/2022,9/21/2028,192000,192000,0.0436,0.0050,GBP,1,124000000
1000073,Customer 1000073,07210,GB,,1000097,0.0032,0.55,Loan,5/9/2022,1/30/2028,204000,204000,0.0326,0.0050,GBP,1,87000000
1000074,Customer 1000074,07210,GB,,1000098,0.0256,0.29,Loan,10/13/2022,3/12/2028,407000,407000,0.0197,0.0050,GBP,1,50000000
1000075,Customer 1000075,07210,GB,,1000099,0.1024,0.42,Loan,11/29/2022,4/21/2028,297000,297000,0.0414,0.0050,GBP,1,52000000
1000076,Customer 1000076,07210,GB,,1000100,0.0064,0.39,Loan,1/31/2023,3/11/2028,276000,276000,0.0309,0.0050,GBP,1,169000000
1000077,Customer 1000077,07210,GB,,1000101,0.0128,0.17,Loan,4/2/2022,3/15/2028,313000,313000,0.0438,0.0050,GBP,1,31000000
1000078,Customer 1000078,07210,GB,,1000102,0.0016,0.43,Loan,3/30/2022,5/17/2027,280000,280000,0.0206,0.0050,GBP,1,12000000
1000079,Customer 1000079,07210,GB,,1000103,0.0004,0.66,Loan,12/9/2022,12/31/2026,178000,178000,0.0275,0.0050,GBP,1,94000000
1000080,Customer 1000080,07210,GB,,1000104,0.0064,0.56,Loan,9/2/2022,9/11/2028,149000,149000,0.0268,0.0050,GBP,1,101000000
1000081,Customer 1000081,07210,GB,,1000105,0.0032,0.64,Loan,1/14/2023,10/23/2028,380000,380000,0.0278,0.0050,GBP,1,57000000
1000082,Customer 1000082,07210,GB,,1000106,0.0004,0.68,Loan,12/15/2022,10/11/2026,370000,370000,0.0231,0.0050,GBP,1,98000000
1000083,Customer 1000083,07210,GB,,1000107,0.0512,0.25,Loan,1/3/2023,3/13/2026,418000,418000,0.0312,0.0050,GBP,1,132000000
1000084,Customer 1000084,07210,GB,,1000108,0.0008,0.32,Loan,7/3/2022,2/5/2028,306000,306000,0.0158,0.0050,GBP,1,183000000
1000085,Customer 1000085,07210,GB,,1000109,0.2048,0.39,Loan,10/29/2022,10/5/2028,184000,184000,0.0307,0.0050,GBP,1,9000000
1000086,Customer 1000086,07210,GB,,1000110,0.0064,0.47,Loan,1/23/2023,6/5/2026,195000,195000,0.0364,0.0050,GBP,1,47000000
1000087,Customer 1000087,07210,GB,,1000111,0.2048,0.37,Loan,12/31/2022,7/19/2027,402000,402000,0.0276,0.0050,GBP,1,141000000
1000088,Customer 1000088,07210,GB,,1000112,0.1024,0.44,Loan,10/2/2022,2/8/2029,250000,250000,0.0157,0.0050,GBP,1,189000000
1000089,Customer 1000089,07210,GB,,1000113,0.0016,0.44,Loan,8/13/2022,4/24/2027,250000,250000,0.0334,0.0050,GBP,1,187000000
1000090,Customer 1000090,07210,GB,,1000114,0.0002,0.32,Loan,6/1/2022,11/10/2026,241000,241000,0.0426,0.0050,GBP,1,191000000
1000091,Customer 1000091,07210,GB,,1000115,0.0004,0.24,Loan,5/15/2022,6/15/2028,207000,207000,0.0205,0.0050,GBP,1,13000000
1000092,Customer 1000092,07210,GB,,1000116,0.0128,0.72,Loan,8/24/2022,5/27/2027,339000,339000,0.0446,0.0050,GBP,1,36000000
1000093,Customer 1000093,07210,GB,,1000117,0.0004,0.41,Loan,5/23/2022,11/5/2028,347000,347000,0.045,0.0050,GBP,1,127000000
1000094,Customer 1000094,07210,GB,,1000118,0.0002,0.74,Loan,3/23/2022,5/13/2027,408000,408000,0.0152,0.0050,GBP,1,9000000
1000095,Customer 1000095,07210,GB,,1000119,0.0032,0.47,Loan,12/22/2022,7/11/2026,335000,335000,0.0404,0.0050,GBP,1,186000000
1000096,Customer 1000096,07210,GB,,1000120,0.0002,0.58,Loan,12/15/2022,2/14/2028,277000,277000,0.0341,0.0050,GBP,1,198000000
1000097,Customer 1000097,07210,GB,,1000121,0.0128,0.58,Loan,7/6/2022,3/3/2027,475000,475000,0.0379,0.0050,GBP,1,58000000
1000098,Customer 1000098,07210,GB,,1000122,0.0008,0.64,Loan,10/18/2022,5/7/2026,407000,407000,0.0196,0.0050,GBP,1,88000000
1000099,Customer 1000099,07210,GB,,1000123,0.0008,0.53,Loan,6/26/2022,9/6/2028,291000,291000,0.0409,0.0050,GBP,1,193000000
1000100,Customer 1000100,07210,GB,,1000124,0.0256,0.26,Loan,8/6/2022,7/4/2026,355000,355000,0.0295,0.0050,GBP,1,83000000
1000101,Customer 1000101,07210,GB,,1000125,0.0016,0.32,Loan,4/11/2022,6/28/2028,493000,493000,0.0286,0.0050,GBP,1,98000000
1000102,Customer 1000102,07210,GB,,1000126,0.0032,0.4,Loan,1/6/2023,3/20/2026,274000,274000,0.0189,0.0050,GBP,1,25000000
1000103,Customer 1000103,07210,GB,,1000127,0.0256,0.22,Loan,9/18/2022,4/6/2027,493000,493000,0.0417,0.0050,GBP,1,102000000
1000104,Customer 1000104,07210,GB,,1000128,0.2048,0.36,Loan,4/16/2022,2/18/2027,308000,308000,0.0327,0.0050,GBP,1,58000000
1000105,Customer 1000105,07210,GB,,1000129,0.0064,0.22,Loan,5/12/2022,12/18/2028,458000,458000,0.0329,0.0050,GBP,1,22000000
1000106,Customer 1000106,07210,GB,,1000130,0.0032,0.3,Loan,9/6/2022,6/5/2028,231000,231000,0.026,0.0050,GBP,1,54000000
1000107,Customer 1000107,07210,GB,,1000131,0.0016,0.73,Loan,4/2/2022,9/18/2026,313000,313000,0.0357,0.0050,GBP,1,57000000
1000108,Customer 1000108,07210,GB,,1000132,0.1024,0.4,Loan,11/21/2022,10/11/2028,148000,148000,0.0363,0.0050,GBP,1,157000000
1000109,Customer 1000109,07210,GB,,1000133,0.0256,0.47,Loan,11/21/2022,8/12/2027,207000,207000,0.0242,0.0050,GBP,1,44000000
1000110,Customer 1000110,07210,GB,,1000134,0.0002,0.3,Loan,7/29/2022,3/9/2027,404000,404000,0.0255,0.0050,GBP,1,86000000
1000111,Customer 1000111,07210,GB,,1000135,0.0002,0.21,Loan,8/26/2022,4/12/2027,500000,500000,0.0385,0.0050,GBP,1,142000000
1000112,Customer 1000112,07210,GB,,1000136,0.0032,0.15,Loan,6/17/2022,7/19/2026,437000,437000,0.0307,0.0050,GBP,1,92000000
1000113,Customer 1000113,07210,GB,,1000137,0.2048,0.72,Loan,5/16/2022,7/26/2026,368000,368000,0.019,0.0050,GBP,1,125000000
1000114,Customer 1000114,07210,GB,,1000138,0.0512,0.53,Loan,10/8/2022,4/23/2027,280000,280000,0.0222,0.0050,GBP,1,170000000
1000115,Customer 1000115,07210,GB,,1000139,0.0256,0.36,Loan,3/6/2022,12/9/2028,230000,230000,0.0285,0.0050,GBP,1,110000000
1000116,Customer 1000116,07210,GB,,1000140,0.0008,0.71,Loan,12/8/2022,6/16/2026,474000,474000,0.0362,0.0050,GBP,1,126000000
1000117,Customer 1000117,07210,GB,,1000141,0.0004,0.74,Loan,7/13/2022,1/27/2027,316000,316000,0.0231,0.0050,GBP,1,33000000
1000118,Customer 1000118,07210,GB,,1000142,0.0016,0.52,Loan,8/4/2022,7/26/2027,186000,186000,0.0264,0.0050,GBP,1,66000000
1000119,Customer 1000119,07210,GB,,1000143,0.2048,0.53,Loan,9/19/2022,1/13/2028,208000,208000,0.0216,0.0050,GBP,1,142000000
1000120,Customer 1000120,07210,GB,,1000144,0.0016,0.19,Loan,10/30/2022,2/22/2028,298000,298000,0.027,0.0050,GBP,1,23000000
1000121,Customer 1000121,07210,GB,,1000145,0.0002,0.73,Loan,1/29/2023,2/23/2026,441000,441000,0.0428,0.0050,GBP,1,94000000
1000122,Customer 1000122,07210,GB,,1000146,0.0064,0.43,Loan,8/15/2022,11/19/2027,380000,380000,0.0411,0.0050,GBP,1,59000000
1000123,Customer 1000123,07210,GB,,1000147,0.0512,0.63,Loan,11/3/2022,4/7/2027,207000,207000,0.0407,0.0050,GBP,1,185000000
1000124,Customer 1000124,07210,GB,,1000148,0.0128,0.5,Loan,6/15/2022,12/17/2028,165000,165000,0.0427,0.0050,GBP,1,145000000
1000125,Customer 1000125,07210,GB,,1000149,0.0128,0.32,Loan,2/21/2022,10/22/2026,312000,312000,0.0322,0.0050,GBP,1,121000000
1000126,Customer 1000126,07210,GB,,1000150,0.0128,0.51,Loan,12/31/2022,5/19/2026,463000,463000,0.0255,0.0050,GBP,1,132000000
1000127,Customer 1000127,07210,GB,,1000151,0.2048,0.72,Loan,4/26/2022,6/5/2027,275000,275000,0.017,0.0050,GBP,1,32000000
1000128,Customer 1000128,07210,GB,,1000152,0.0016,0.35,Loan,12/21/2022,1/21/2028,456000,456000,0.0358,0.0050,GBP,1,83000000
1000129,Customer 1000129,07210,GB,,1000153,0.1024,0.64,Loan,9/6/2022,8/9/2028,287000,287000,0.0186,0.0050,GBP,1,183000000
1000130,Customer 1000130,07210,GB,,1000154,0.2048,0.29,Loan,8/7/2022,5/4/2027,260000,260000,0.0159,0.0050,GBP,1,11000000
1000131,Customer 1000131,07210,GB,,1000155,0.2048,0.48,Loan,6/20/2022,11/29/2028,370000,370000,0.0158,0.0050,GBP,1,152000000
1000132,Customer 1000132,07210,GB,,1000156,0.0512,0.36,Loan,8/30/2022,7/19/2026,323000,323000,0.0153,0.0050,GBP,1,9000000
1000133,Customer 1000133,07210,GB,,1000157,0.0004,0.16,Loan,6/28/2022,9/9/2026,482000,482000,0.042,0.0050,GBP,1,5000000
1000134,Customer 1000134,07210,GB,,1000158,0.0016,0.43,Loan,9/29/2022,8/30/2028,363000,363000,0.0226,0.0050,GBP,1,100000000
1000135,Customer 1000135,07210,GB,,1000159,0.0256,0.69,Loan,9/2/2022,2/6/2027,140000,140000,0.033,0.0050,GBP,1,87000000
1000136,Customer 1000136,07210,GB,,1000160,0.0064,0.44,Loan,12/7/2022,4/16/2027,177000,177000,0.0357,0.0050,GBP,1,23000000
1000137,Customer 1000137,07210,GB,,1000161,0.0004,0.63,Loan,11/25/2022,11/30/2027,304000,304000,0.0281,0.0050,GBP,1,186000000
1000138,Customer 1000138,07210,GB,,1000162,0.0128,0.32,Loan,5/27/2022,7/4/2028,467000,467000,0.0163,0.0050,GBP,1,37000000
1000139,Customer 1000139,07210,GB,,1000163,0.0256,0.68,Loan,3/30/2022,12/2/2026,211000,211000,0.0175,0.0050,GBP,1,119000000
1000140,Customer 1000140,07210,GB,,1000164,0.0016,0.15,Loan,11/7/2022,1/25/2029,354000,354000,0.0304,0.0050,GBP,1,158000000
1000141,Customer 1000141,07210,GB,,1000165,0.0002,0.44,Loan,1/26/2023,5/20/2027,229000,229000,0.0361,0.0050,GBP,1,71000000
1000142,Customer 1000142,07210,GB,,1000166,0.0256,0.52,Loan,5/20/2022,1/20/2027,236000,236000,0.0397,0.0050,GBP,1,78000000
1000143,Customer 1000143,07210,GB,,1000167,0.0128,0.59,Loan,5/30/2022,4/28/2027,236000,236000,0.0364,0.0050,GBP,1,179000000
1000144,Customer 1000144,07210,GB,,1000168,0.0002,0.19,Loan,3/11/2022,5/22/2027,274000,274000,0.0229,0.0050,GBP,1,77000000
1000145,Customer 1000145,07210,GB,,1000169,0.0032,0.28,Loan,12/25/2022,7/20/2027,119000,119000,0.0247,0.0050,GBP,1,57000000
1000146,Customer 1000146,07210,GB,,1000170,0.0002,0.53,Loan,4/26/2022,7/31/2026,103000,103000,0.036,0.0050,GBP,1,100000000
1000147,Customer 1000147,07210,GB,,1000171,0.0512,0.29,Loan,9/8/2022,1/18/2027,335000,335000,0.0433,0.0050,GBP,1,71000000
1000148,Customer 1000148,07210,GB,,1000172,0.0064,0.74,Loan,8/24/2022,5/19/2026,371000,371000,0.0233,0.0050,GBP,1,97000000
1000149,Customer 1000149,07210,GB,,1000173,0.0512,0.23,Loan,11/1/2022,5/10/2026,203000,203000,0.0408,0.0050,GBP,1,110000000
1000150,Customer 1000150,07210,GB,,1000174,0.2048,0.49,Loan,12/25/2022,2/28/2027,278000,278000,0.015,0.0050,GBP,1,77000000
1000151,Customer 1000151,07210,GB,,1000175,0.0128,0.54,Loan,4/8/2022,12/25/2027,159000,159000,0.0418,0.0050,GBP,1,68000000
1000152,Customer 1000152,07210,GB,,1000176,0.2048,0.73,Loan,12/28/2022,8/3/2027,107000,107000,0.0308,0.0050,GBP,1,159000000
1000153,Customer 1000153,07210,GB,,1000177,0.1024,0.58,Loan,4/20/2022,1/6/2027,337000,337000,0.041,0.0050,GBP,1,136000000
1000154,Customer 1000154,07210,GB,,1000178,0.0008,0.47,Loan,2/8/2023,5/29/2028,492000,492000,0.0195,0.0050,GBP,1,108000000
1000155,Customer 1000155,07210,GB,,1000179,0.0064,0.74,Loan,3/20/2022,6/3/2028,117000,117000,0.0359,0.0050,GBP,1,166000000
1000156,Customer 1000156,07210,GB,,1000180,0.0008,0.29,Loan,1/16/2023,7/27/2026,142000,142000,0.0402,0.0050,GBP,1,49000000
1000157,Customer 1000157,07210,GB,,1000181,0.0016,0.63,Loan,6/21/2022,11/4/2028,355000,355000,0.0383,0.0050,GBP,1,106000000
